Summary,Issue Type,Status,Project key,Project name,Priority,Assignee,Reporter,Creator,Component/s,Custom field (Bộ phận phản ánh),Custom field (Ghi chú (Mô tả vấn đề)),Custom field (Kênh hỗ trợ),Custom field (Loại hỗ trợ),Custom field (Loại lỗi),Custom field (Severity),Custom field (Thêm labels),Custom field (Độ khó),Custom field (Phân loại yêu cầu)
PHP Security Bypass Vulnerability (May 2018) - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP Security Bypass Vulnerability (May 2018) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: PHP is prone to a security bypass vulnerability. The flaw exists as the dumpable FPM child processes allow bypassing opcache access controls
- Impact: Impact: Successful exploitation will allow an attacker to bypass security restrictions and access sensitive configuration data for other accounts directly in the PHP worker process's memory.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to version 7.2.4 or 7.0.29 or 5.6.35 or 7.1.16 or later. Please see the references for more information.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
PHP Stack Buffer Overflow Vulnerability (Mar 2018) - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP Stack Buffer Overflow Vulnerability (Mar 2018) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Critical
- Description: PHP is prone to a stack buffer overflow vulnerability. The flaw exists because php fails to adequately bounds-check user-supplied data before copying it into an insufficiently sized buffer.
- Impact: Impact: Successful exploitation will allow an attacker to execute arbitrary code in the context of the affected application. Failed exploit attempts will result in denial-of-service conditions.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to version 7.2.3, 7.0.28, 5.6.34, 7.1.15 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Critical,,Trung bình,Bảo mật
Redis Server No Password,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""Redis Server No Password""
- CVSS: AV:N/AC:L/Au:N/C:P/I:P/A:P - 7.5
- Related CVE: []
- Severity: High
- Description: The remote Redis server is not protected with a password. It was possible to login without a password.
- Impact: Impact: This issue may be exploited by a remote attacker to gain access to sensitive information or modify system configuration.
- Affected OS detected: Linux Kernel, Ubuntu 22.04
- Affected services/hosts:
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
	Service: redis
- Resolution: Set password.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
SSL/TLS: Certificate Expired,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Certificate Expired""
- CVSS: AV:N/AC:L/Au:N/C:N/I:P/A:N - 5.0
- Related CVE: []
- Severity: Medium
- Description: The remote server's SSL/TLS certificate has already expired. This script checks expiry dates of certificates associated with SSL/TLS-enabled services on the target and reports whether any have already expired.
- Impact: 
- Affected OS detected: Microsoft Windows, Microsoft Windows Server 2016 or Microsoft Windows 10, Ubuntu 20.04
- Affected services/hosts:
	Service: ietf:transport_layer_security:1.2
- Resolution: Replace the SSL/TLS certificate by a new one.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
SSL/TLS: Certificate Signed Using A Weak Signature Algorithm,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Certificate Signed Using A Weak Signature Algorithm""
- CVSS: AV:N/AC:H/Au:N/C:P/I:P/A:N - 4.0
- Related CVE: []
- Severity: Medium
- Description: The remote service is using a SSL/TLS certificate in the certificate chain that has been signed using a cryptographically weak hashing algorithm. The following hashing algorithms used for signing SSL/TLS certificates are considered cryptographically weak and not secure enough for ongoing use: - Secure Hash Algorithm 1 (SHA-1) - Message Digest 5 (MD5) - Message Digest 4 (MD4) - Message Digest 2 (MD2) Beginning as late as January 2017 and as early as June 2016, browser developers such as Microsoft and Google will begin warning users when visiting web sites that use SHA-1 signed Secure Socket Layer (SSL) certificates. NOTE: The script preference allows to set one or more custom SHA-1 fingerprints of CA certificates which are trusted by this routine. The fingerprints needs to be passed comma-separated and case-insensitive: Fingerprint1 or fingerprint1, Fingerprint2
- Impact: 
- Affected OS detected: Microsoft Windows, Windows Server 2008 R2 Enterprise 7601 Service Pack 1
- Affected services/hosts:
	Service: ms-wbt-server
- Resolution: Servers that use SSL/TLS certificates signed with a weak SHA-1, MD5, MD4 or MD2 hashing algorithm will need to obtain new SHA-2 signed SSL/TLS certificates to avoid web browser SSL/TLS certificate warnings.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection""
- CVSS: AV:N/AC:M/Au:N/C:N/I:P/A:N - 4.3
- Related CVE: []
- Severity: Medium
- Description: It was possible to detect the usage of the deprecated TLSv1.0 and/or TLSv1.1 protocol on this system. The TLSv1.0 and TLSv1.1 protocols contain known cryptographic flaws like: - CVE-2011-3389: Browser Exploit Against SSL/TLS (BEAST) - CVE-2015-0204: Factoring Attack on RSA-EXPORT Keys Padding Oracle On Downgraded Legacy Encryption (FREAK)
- Impact: Impact: An attacker might be able to use the known cryptographic flaws to eavesdrop the connection between clients and the service to get access to sensitive data transferred within the secured connection. Furthermore newly uncovered vulnerabilities in this protocols won't receive security updates anymore.
- Affected OS detected: Linux Kernel, Microsoft Windows, Microsoft Windows Server 2016 or Microsoft Windows 10, Windows Server 2008 R2 Enterprise 7601 Service Pack 1, Windows Server 2016 Standard 14393
- Affected services/hosts:
	Service: ietf:transport_layer_security:1.2
- Resolution: It is recommended to disable the deprecated TLSv1.0 and/or TLSv1.1 protocols in favor of the TLSv1.2+ protocols. Please see the references for more resources supporting you with this task.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerability,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerability""
- CVSS: AV:N/AC:H/Au:N/C:P/I:P/A:N - 4.0
- Related CVE: []
- Severity: Medium
- Description: The SSL/TLS service uses Diffie-Hellman groups with insufficient strength (key size < 2048). The Diffie-Hellman group are some big numbers that are used as base for the DH computations. They can be, and often are, fixed. The security of the final secret depends on the size of these parameters. It was found that 512 and 768 bits to be weak, 1024 bits to be breakable by really powerful attackers like governments.
- Impact: Impact: An attacker might be able to decrypt the SSL/TLS communication offline.
- Affected OS detected: Microsoft Windows, Windows Server 2008 R2 Enterprise 7601 Service Pack 1
- Affected services/hosts:
	Service: ms-wbt-server
- Resolution: '- Deploy (Ephemeral) Elliptic-Curve Diffie-Hellman (ECDHE) or use a 2048-bit or stronger Diffie-Hellman group. Please see the references for more resources supporting you with this task. - For Apache Web Servers: Beginning with version 2.4.7, mod_ssl will use DH parameters which include primes with lengths of more than 1024 bits.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
SSL/TLS: Known Untrusted / Dangerous Certificate Authority (CA) Detection,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Known Untrusted / Dangerous Certificate Authority (CA) Detection""
- CVSS: AV:N/AC:L/Au:N/C:N/I:P/A:N - 5.0
- Related CVE: []
- Severity: Medium
- Description: The service is using an SSL/TLS certificate from a known untrusted and/or dangerous certificate authority (CA).
- Impact: Impact: An attacker could use this for man-in-the-middle (MITM) attacks, accessing sensible data and other attacks.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: ietf:transport_layer_security
- Resolution: Replace the SSL/TLS certificate with one signed by a trusted CA.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"SSL/TLS: Renegotiation DoS Vulnerability (CVE-2011-1473, CVE-2011-5094)",Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Renegotiation DoS Vulnerability (CVE-2011-1473, CVE-2011-5094)""
- CVSS: AV:N/AC:L/Au:N/C:N/I:N/A:P - 5.0
- Related CVE: []
- Severity: Medium
- Description: The remote SSL/TLS service is prone to a denial of service (DoS) vulnerability. The flaw exists because the remote SSL/TLS service does not properly restrict client-initiated renegotiation within the SSL and TLS protocols. Note: The referenced CVEs are affecting OpenSSL and Mozilla Network Security Services (NSS) but both are in a DISPUTED state with the following rationale: > It can also be argued that it is the responsibility of server deployments, not a security library, to prevent or limit renegotiation when it is inappropriate within a specific environment. Both CVEs are still kept in this VT as a reference to the origin of this flaw.
- Impact: Impact: The flaw might make it easier for remote attackers to cause a DoS (CPU consumption) by performing many renegotiations within a single connection.
- Affected OS detected: Linux Kernel
- Affected services/hosts:
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
	Service: mysql
- Resolution: Users should contact their vendors for specific patch information. A general solution is to remove/disable renegotiation capabilities altogether from/in the affected SSL/TLS service.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
SSL/TLS: Report Vulnerable Cipher Suites for HTTPS,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Report Vulnerable Cipher Suites for HTTPS""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: This routine reports all SSL/TLS cipher suites accepted by a service where attack vectors exists only on HTTPS services. These rules are applied for the evaluation of the vulnerable cipher suites: - 64-bit block cipher 3DES vulnerable to the SWEET32 attack (CVE-2016-2183).
- Impact: Impact: This could allow remote attackers to obtain sensitive information or have other, unspecified impacts.
- Affected OS detected: Linux Kernel
- Affected services/hosts:
	Service: ietf:transport_layer_security:1.2
- Resolution: The configuration of this services should be changed so that it does not accept the listed cipher suites anymore. Please see the references for more resources supporting you with this task.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
SSL/TLS: Report Weak Cipher Suites,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Report Weak Cipher Suites""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: This routine reports all weak SSL/TLS cipher suites accepted by a service. These rules are applied for the evaluation of the cryptographic strength: - RC4 is considered to be weak (CVE-2013-2566, CVE-2015-2808) - Ciphers using 64 bit or less are considered to be vulnerable to brute force methods and therefore considered as weak (CVE-2015-4000) - 1024 bit RSA authentication is considered to be insecure and therefore as weak - Any cipher considered to be secure for only the next 10 years is considered as medium - Any other cipher is considered as strong
- Impact: Impact: This could allow remote attackers to obtain sensitive information or have other, unspecified impacts.
- Affected OS detected: Microsoft Windows, Windows Server 2008 R2 Enterprise 7601 Service Pack 1, Windows Server 2016 Standard 14393
- Affected services/hosts:
	Service: ietf:transport_layer_security
- Resolution: The configuration of this services should be changed so that it does not accept the listed weak cipher suites anymore. Please see the references for more resources supporting you with this task.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2048 bits,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2048 bits""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: The remote SSL/TLS server certificate and/or any of the certificates in the certificate chain is using a RSA key with less than 2048 bits. SSL/TLS certificates using RSA keys with less than 2048 bits are considered unsafe.
- Impact: Impact: Using certificates with weak RSA key size can lead to unauthorized exposure of sensitive information.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: ietf:transport_layer_security
- Resolution: Replace the certificate with a stronger key and reissue the certificates it signed.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
